obs,survived,pclass,sex,age,sibsp,parch,fare,embarked,solo
963,1,3rd,female,18,0,0,7.22919989,Cherbourg,1
964,0,3rd,male,30,0,0,7.25,Southampton,1
965,0,1st,male,36,1,0,78.8499985,Southampton,0
966,0,3rd,male,26,0,0,8.05000019,Southampton,1
967,0,3rd,female,40,1,0,9.47500038,Southampton,0
968,1,3rd,male,0.833299994,0,1,9.35000038,Southampton,0
969,1,3rd,female,18,0,1,9.35000038,Southampton,0
970,1,3rd,male,26,0,0,18.7875004,Cherbourg,1
971,0,3rd,male,26,0,0,7.88749981,Southampton,1
972,0,3rd,male,20,0,0,7.92500019,Southampton,1
973,0,3rd,male,24,0,0,7.05000019,Southampton,1
974,0,3rd,male,25,0,0,7.05000019,Southampton,1
975,0,3rd,male,35,0,0,8.05000019,Southampton,1
976,1,1st,female,76,1,0,78.8499985,Southampton,0
977,0,3rd,male,18,0,0,8.30000019,Southampton,1
978,0,3rd,male,32,0,0,22.5249996,Southampton,1
979,1,3rd,female,19,1,0,7.85419989,Southampton,0
980,0,3rd,male,4,4,2,31.2749996,Southampton,0
981,0,3rd,female,6,4,2,31.2749996,Southampton,0
982,0,3rd,female,2,4,2,31.2749996,Southampton,0
983,1,3rd,female,17,4,2,7.92500019,Southampton,0
984,0,3rd,female,38,4,2,7.7750001,Southampton,0
985,0,3rd,female,9,4,2,31.2749996,Southampton,0
986,0,3rd,female,11,4,2,31.2749996,Southampton,0
987,0,1st,male,46,1,0,61.1749992,Southampton,0
988,0,3rd,male,39,1,5,31.2749996,Southampton,0
989,1,3rd,male,27,0,0,7.79580021,Southampton,1
990,0,3rd,male,26,0,0,7.7750001,Southampton,1
991,0,3rd,female,39,1,5,31.2749996,Southampton,0
992,0,3rd,male,20,0,0,7.85419989,Southampton,1
993,0,3rd,male,26,0,0,7.89580011,Southampton,1
994,0,3rd,male,25,1,0,17.7999992,Southampton,0
995,0,3rd,female,18,1,0,17.7999992,Southampton,0
996,0,3rd,male,24,0,0,7.7750001,Southampton,1
997,0,3rd,male,35,0,0,7.05000019,Southampton,1
998,1,1st,female,47,1,0,61.1749992,Southampton,0
999,0,3rd,male,5,4,2,31.3875008,Southampton,0
1000,0,3rd,male,9,4,2,31.3875008,Southampton,0
1001,1,3rd,male,3,4,2,31.3875008,Southampton,0
1002,0,3rd,male,13,4,2,31.3875008,Southampton,0
1003,1,3rd,female,5,4,2,31.3875008,Southampton,0
1004,0,3rd,male,40,1,5,31.3875008,Southampton,0
1005,1,3rd,male,23,0,0,7.79580021,Southampton,1
1006,1,3rd,female,38,1,5,31.3875008,Southampton,0
1007,1,3rd,female,45,0,0,7.2249999,Cherbourg,1
1008,0,3rd,male,21,0,0,7.2249999,Cherbourg,1
1009,1,1st,male,27,1,0,53.0999985,Southampton,0
1010,0,3rd,male,23,0,0,7.05000019,Southampton,1
1011,0,3rd,female,17,0,0,14.4582996,Cherbourg,1
1012,0,3rd,male,30,0,0,7.2249999,Cherbourg,1
1013,0,3rd,male,23,0,0,7.85419989,Southampton,1
1014,1,3rd,female,13,0,0,7.22919989,Cherbourg,1
1015,0,3rd,male,20,0,0,7.2249999,Cherbourg,1
1016,0,3rd,male,32,1,0,15.8500004,Southampton,0
1017,1,3rd,female,33,3,0,15.8500004,Southampton,0
1018,1,3rd,female,0.75,2,1,19.2583008,Cherbourg,0
1019,1,3rd,female,0.75,2,1,19.2583008,Cherbourg,0
1020,1,1st,female,33,1,0,53.0999985,Southampton,0
1021,1,3rd,female,5,2,1,19.2583008,Cherbourg,0
1022,1,3rd,female,24,0,3,19.2583008,Cherbourg,0
1023,1,3rd,female,18,0,0,8.05000019,Southampton,1
1024,0,3rd,male,40,0,0,7.2249999,Cherbourg,1
1025,0,3rd,male,26,0,0,7.89580011,Southampton,1
1026,1,3rd,male,20,0,0,7.22919989,Cherbourg,1
1027,0,3rd,female,18,0,1,14.4541998,Cherbourg,0
1028,0,3rd,female,45,0,1,14.4541998,Cherbourg,0
1029,0,3rd,female,27,0,0,7.87919998,Queenstown,1
1030,0,3rd,male,22,0,0,8.05000019,Southampton,1
1031,1,1st,female,36,0,0,262.375,Cherbourg,1
1032,0,3rd,male,19,0,0,8.05000019,Southampton,1
1033,0,3rd,male,26,0,0,7.7750001,Southampton,1
1034,0,3rd,male,22,0,0,9.35000038,Southampton,1
1035,0,3rd,male,20,0,0,4.01249981,Cherbourg,1
1036,1,3rd,male,32,0,0,56.4958,Southampton,1
1037,0,3rd,male,21,0,0,7.7750001,Southampton,1
1038,0,3rd,male,18,0,0,7.75,Southampton,1
1039,0,3rd,male,26,0,0,7.89580011,Southampton,1
1040,0,3rd,male,6,1,1,15.2458,Cherbourg,0
1041,1,1st,female,30,0,0,86.5,Southampton,1
1042,0,3rd,female,9,1,1,15.2458,Cherbourg,0
1043,0,3rd,male,40,1,1,15.5,Queenstown,0
1044,0,3rd,female,32,1,1,15.5,Queenstown,0
1045,0,3rd,male,21,0,0,16.1000004,Southampton,1
1046,1,3rd,female,22,0,0,7.7249999,Queenstown,1
1047,0,3rd,female,20,0,0,7.85419989,Southampton,1
1048,0,3rd,male,29,1,0,7.04580021,Southampton,0
1049,1,1st,male,45,0,0,29.7000008,Cherbourg,1
1050,0,3rd,male,22,1,0,7.25,Southampton,0
1051,0,3rd,male,22,0,0,7.79580021,Southampton,1
1052,0,3rd,male,35,0,0,8.05000019,Southampton,1
1053,0,3rd,female,18.5,0,0,7.28329992,Queenstown,1
1054,1,3rd,male,21,0,0,7.82079983,Queenstown,1
1055,0,3rd,male,19,0,0,6.75,Queenstown,1
1056,0,3rd,female,18,0,0,7.87919998,Queenstown,1
1057,0,3rd,female,21,0,0,8.66250038,Southampton,1
1058,0,3rd,female,30,0,0,8.66250038,Southampton,1
1059,0,3rd,male,18,0,0,8.66250038,Southampton,1
1060,1,1st,female,63,1,0,77.9582977,Southampton,0
1061,0,3rd,male,38,0,0,8.66250038,Southampton,1
1062,0,3rd,male,17,0,0,8.66250038,Southampton,1
1063,0,3rd,male,17,0,0,8.66250038,Southampton,1
1064,0,3rd,female,21,0,0,7.75,Queenstown,1
1065,0,3rd,male,21,0,0,7.75,Queenstown,1
1066,0,3rd,male,21,0,0,8.05000019,Southampton,1
1067,0,3rd,male,28,0,0,7.79580021,Southampton,1
1068,0,3rd,male,24,0,0,7.85419989,Southampton,1
1069,1,3rd,female,16,0,0,7.75,Queenstown,1
1070,0,3rd,female,37,0,0,7.75,Queenstown,1
1071,0,3rd,male,28,0,0,7.25,Southampton,1
1072,0,3rd,male,24,0,0,8.05000019,Southampton,1
1073,0,3rd,male,21,0,0,7.73330021,Queenstown,1
1074,1,3rd,male,32,0,0,56.4958,Southampton,1
1075,0,3rd,male,29,0,0,8.05000019,Southampton,1
1076,0,3rd,male,26,1,0,14.4541998,Cherbourg,0
1077,0,3rd,male,18,1,0,14.4541998,Cherbourg,0
1078,0,3rd,male,20,0,0,7.05000019,Southampton,1
1079,0,1st,male,27,1,0,136.779205,Cherbourg,0
1080,1,3rd,male,18,0,0,8.05000019,Southampton,1
1081,0,3rd,male,24,0,0,7.25,Queenstown,1
1082,0,3rd,male,36,0,0,7.49580002,Southampton,1
1083,0,3rd,male,24,0,0,7.49580002,Southampton,1
1084,0,3rd,male,31,0,0,7.73330021,Queenstown,1
1085,0,3rd,male,31,0,0,7.75,Queenstown,1
1086,1,3rd,female,22,0,0,7.75,Queenstown,1
1087,0,3rd,female,30,0,0,7.62919998,Queenstown,1
1088,0,3rd,male,70.5,0,0,7.75,Queenstown,1
1089,0,3rd,male,43,0,0,8.05000019,Southampton,1
1090,1,1st,female,26,1,0,136.779205,Cherbourg,0
1091,0,3rd,male,35,0,0,7.89580011,Southampton,1
1092,0,3rd,male,27,0,0,7.89580011,Southampton,1
1093,0,3rd,male,19,0,0,7.89580011,Southampton,1
1094,0,3rd,male,30,0,0,8.05000019,Southampton,1
1095,1,3rd,male,9,1,1,15.8999996,Southampton,0
1096,1,3rd,male,3,1,1,15.8999996,Southampton,0
1097,1,3rd,female,36,0,2,15.8999996,Southampton,0
1098,0,3rd,male,59,0,0,7.25,Southampton,1
1099,0,3rd,male,19,0,0,8.1583004,Southampton,1
1100,1,3rd,female,17,0,1,16.1000004,Southampton,0
1101,1,1st,female,22,0,0,151.550003,Southampton,1
1102,0,3rd,male,44,0,1,16.1000004,Southampton,0
1103,0,3rd,male,17,0,0,8.66250038,Southampton,1
1104,0,3rd,male,22.5,0,0,7.2249999,Cherbourg,1
1105,1,3rd,male,45,0,0,8.05000019,Southampton,1
1106,0,3rd,female,22,0,0,10.5166998,Southampton,1
1107,0,3rd,male,19,0,0,10.1708002,Southampton,1
1108,1,3rd,female,30,0,0,6.94999981,Queenstown,1
1109,1,3rd,male,29,0,0,7.75,Queenstown,1
1110,0,3rd,male,0.333299994,0,2,14.3999996,Southampton,0
1111,0,3rd,male,34,1,1,14.3999996,Southampton,0
1112,0,3rd,female,28,1,1,14.3999996,Southampton,0
1113,0,3rd,male,27,0,0,7.89580011,Southampton,1
1114,0,3rd,male,25,0,0,7.89580011,Southampton,1
1115,0,3rd,male,24,2,0,24.1499996,Southampton,0
1116,0,3rd,male,22,0,0,8.05000019,Southampton,1
1117,0,3rd,male,21,2,0,24.1499996,Southampton,0
1118,0,3rd,male,17,2,0,8.05000019,Southampton,0
1119,1,3rd,male,36.5,1,0,17.3999996,Southampton,0
1120,0,1st,male,47,0,0,25.5874996,Southampton,1
1121,1,3rd,female,36,1,0,17.3999996,Southampton,0
1122,1,3rd,male,30,0,0,9.5,Southampton,1
1123,0,3rd,male,16,0,0,9.5,Southampton,1
1124,1,3rd,male,1,1,2,20.5750008,Southampton,0
1125,1,3rd,female,0.166700006,1,2,20.5750008,Southampton,0
1126,0,3rd,male,26,1,2,20.5750008,Southampton,0
1127,1,3rd,female,33,1,2,20.5750008,Southampton,0
1128,0,3rd,male,25,0,0,7.89580011,Southampton,1
1129,1,1st,female,39,1,1,83.1583023,Cherbourg,0
1130,0,3rd,male,22,0,0,7.25,Southampton,1
1131,0,3rd,male,36,0,0,7.25,Southampton,1
1132,1,3rd,female,19,0,0,7.87919998,Queenstown,1
1133,0,3rd,male,17,0,0,7.89580011,Southampton,1
1134,0,3rd,male,42,0,0,8.66250038,Southampton,1
1135,0,3rd,male,43,0,0,7.89580011,Southampton,1
1136,0,3rd,male,32,0,0,7.75,Queenstown,1
1137,1,3rd,male,19,0,0,8.05000019,Southampton,1
1138,1,3rd,female,30,0,0,12.4750004,Southampton,1
1139,0,1st,male,37,1,1,83.1583023,Cherbourg,0
1140,0,3rd,female,24,0,0,7.75,Queenstown,1
1141,1,3rd,female,23,0,0,8.05000019,Southampton,1
1142,0,3rd,male,33,0,0,7.89580011,Cherbourg,1
1143,0,3rd,male,65,0,0,7.75,Queenstown,1
1144,1,3rd,male,24,0,0,7.55000019,Southampton,1
1145,0,3rd,male,23,1,0,13.8999996,Southampton,0
1146,1,3rd,female,22,1,0,13.8999996,Southampton,0
1147,0,3rd,male,18,0,0,7.7750001,Southampton,1
1148,0,3rd,male,16,0,0,7.7750001,Southampton,1
1149,0,3rd,male,45,0,0,6.9749999,Southampton,1
1150,1,1st,female,64,0,2,83.1583023,Cherbourg,0
1151,0,3rd,male,39,0,2,7.22919989,Cherbourg,0
1152,0,3rd,male,17,1,1,7.22919989,Cherbourg,0
1153,0,3rd,male,15,1,1,7.22919989,Cherbourg,0
1154,0,3rd,male,47,0,0,7.25,Southampton,1
1155,1,3rd,female,5,0,0,12.4750004,Southampton,1
1156,0,3rd,male,40.5,0,0,15.1000004,Southampton,1
1157,0,3rd,male,40.5,0,0,7.75,Queenstown,1
1158,0,1st,male,39,0,0,0,Southampton,1
1159,1,1st,female,55,2,0,25.7000008,Southampton,0
1160,0,3rd,male,18,0,0,7.79580021,Southampton,1
1161,0,3rd,male,26,0,0,7.87919998,Queenstown,1
1162,0,3rd,female,21,2,2,34.375,Southampton,0
1163,0,3rd,female,9,2,2,34.375,Southampton,0
1164,0,3rd,male,18,2,2,34.375,Southampton,0
1165,0,3rd,male,16,1,3,34.375,Southampton,0
1166,0,3rd,female,48,1,3,34.375,Southampton,0
1167,0,3rd,male,25,0,0,7.74170017,Queenstown,1
1168,0,3rd,male,22,0,0,8.05000019,Southampton,1
1169,1,3rd,female,16,0,0,7.73330021,Queenstown,1
1170,0,1st,male,70,1,1,71,Southampton,0
1171,1,3rd,male,9,0,2,20.5249996,Southampton,0
1172,0,3rd,male,33,1,1,20.5249996,Southampton,0
1173,0,3rd,male,41,0,0,7.8499999,Southampton,1
1174,1,3rd,female,31,1,1,20.5249996,Southampton,0
1175,0,3rd,male,38,0,0,7.05000019,Southampton,1
1176,0,3rd,male,9,5,2,46.9000015,Southampton,0
1177,0,3rd,male,1,5,2,46.9000015,Southampton,0
1178,0,3rd,male,11,5,2,46.9000015,Southampton,0
1179,0,3rd,female,10,5,2,46.9000015,Southampton,0
1180,1,1st,female,36,0,2,71,Southampton,0
1181,0,3rd,female,16,5,2,46.9000015,Southampton,0
1182,0,3rd,male,14,5,2,46.9000015,Southampton,0
1183,0,3rd,male,40,1,6,46.9000015,Southampton,0
1184,0,3rd,female,43,1,6,46.9000015,Southampton,0
1185,0,3rd,male,51,0,0,8.05000019,Southampton,1
1186,0,3rd,male,32,0,0,8.36250019,Southampton,1
1187,0,3rd,male,20,0,0,9.8458004,Southampton,1
1188,0,3rd,male,37,2,0,7.92500019,Southampton,0
1189,0,3rd,male,28,2,0,7.92500019,Southampton,0
1190,1,1st,female,64,1,1,26.5499992,Southampton,0
1191,0,3rd,male,19,0,0,7.7750001,Southampton,1
1192,0,3rd,female,24,0,0,8.85000038,Southampton,1
1193,0,3rd,female,17,0,0,7.73330021,Queenstown,1
1194,0,3rd,male,28,1,0,15.8500004,Southampton,0
1195,1,3rd,female,24,1,0,15.8500004,Southampton,0
1196,0,3rd,male,20,0,0,9.5,Southampton,1
1197,0,3rd,male,23.5,0,0,7.22919989,Cherbourg,1
1198,0,3rd,male,41,2,0,14.1083002,Southampton,0
1199,0,1st,male,39,1,0,71.2833023,Cherbourg,0
1200,0,3rd,male,26,1,0,7.85419989,Southampton,0
1201,0,3rd,male,21,0,0,7.85419989,Southampton,1
1202,1,3rd,female,45,1,0,14.1083002,Southampton,0
1203,0,3rd,male,25,0,0,7.25,Southampton,1
1204,0,3rd,male,11,0,0,18.7875004,Cherbourg,1
1205,1,3rd,male,27,0,0,6.9749999,Southampton,1
1206,1,1st,female,38,1,0,71.2833023,Cherbourg,0
1207,0,3rd,female,18,0,0,6.75,Queenstown,1
1208,1,3rd,female,26,0,0,7.92500019,Southampton,1
1209,0,3rd,female,23,0,0,7.92500019,Southampton,1
1210,1,3rd,female,22,0,0,8.96249962,Southampton,1
1211,0,3rd,male,28,0,0,7.89580011,Southampton,1
1212,0,3rd,female,28,0,0,7.7750001,Southampton,1
1213,1,3rd,female,2,0,1,12.2875004,Southampton,0
1214,1,3rd,female,22,1,1,12.2875004,Southampton,0
1215,0,3rd,male,43,0,0,6.44999981,Southampton,1
1216,1,1st,male,51,0,0,26.5499992,Southampton,1
1217,0,3rd,male,28,0,0,22.5249996,Southampton,1
1218,1,3rd,female,27,0,0,7.92500019,Southampton,1
1219,0,3rd,male,42,0,0,7.6500001,Southampton,1
1220,0,3rd,male,30,0,0,7.22919989,Cherbourg,1
1221,0,3rd,female,27,1,0,7.92500019,Southampton,0
1222,0,3rd,female,25,1,0,7.92500019,Southampton,0
1223,1,1st,male,27,0,0,30.5,Southampton,1
1224,1,3rd,male,29,0,0,7.89580011,Cherbourg,1
1225,1,3rd,male,21,0,0,7.79580021,Southampton,1
1226,0,3rd,male,20,0,0,7.85419989,Southampton,1
1227,0,3rd,male,48,0,0,7.85419989,Southampton,1
1228,0,3rd,male,17,1,0,7.05420017,Southampton,0
1229,0,3rd,male,34,0,0,6.49580002,Southampton,1
1230,1,1st,female,33,0,0,151.550003,Southampton,1
1231,1,3rd,male,26,0,0,7.7750001,Southampton,1
1232,0,3rd,male,22,0,0,7.79580021,Southampton,1
1233,0,3rd,male,33,0,0,8.6541996,Southampton,1
1234,0,3rd,male,31,0,0,7.7750001,Southampton,1
1235,0,3rd,male,29,0,0,7.85419989,Southampton,1
1236,1,3rd,male,4,1,1,11.1332998,Southampton,0
1237,1,3rd,female,1,1,1,11.1332998,Southampton,0
1238,0,3rd,male,49,0,0,0,Southampton,1
1239,0,3rd,male,33,0,0,7.7750001,Southampton,1
1240,0,3rd,male,19,0,0,0,Southampton,1
1241,1,1st,female,53,2,0,51.4791985,Southampton,0
1242,0,1st,male,31,1,0,52,Southampton,0
1243,1,3rd,female,27,0,2,11.1332998,Southampton,0
1244,0,3rd,male,23,0,0,7.89580011,Southampton,1
1245,1,3rd,male,32,0,0,7.85419989,Southampton,1
1246,0,3rd,male,27,0,0,7.85419989,Southampton,1
1247,0,3rd,female,20,1,0,9.82499981,Southampton,0
1248,0,3rd,female,21,1,0,9.82499981,Southampton,0
1249,1,1st,female,27,1,2,52,Southampton,0
1250,1,3rd,male,32,0,0,7.92500019,Southampton,1
1251,0,3rd,male,17,0,0,7.125,Southampton,1
1252,0,3rd,male,21,0,0,8.43330002,Southampton,1
1253,0,3rd,male,30,0,0,7.89580011,Southampton,1
1254,1,3rd,male,21,0,0,7.79580021,Southampton,1
1255,0,3rd,male,33,0,0,7.85419989,Southampton,1
1256,0,3rd,male,22,0,0,7.52080011,Southampton,1
1257,1,3rd,female,4,0,1,13.4167004,Cherbourg,0
1258,1,3rd,male,39,0,1,13.4167004,Cherbourg,0
1259,1,1st,male,31,1,0,57,Southampton,0
1260,0,3rd,male,18.5,0,0,7.22919989,Cherbourg,1
1261,0,3rd,male,34.5,0,0,7.82919979,Queenstown,1
1262,0,3rd,male,44,0,0,8.05000019,Southampton,1
1263,1,1st,female,17,1,0,57,Southampton,0
1264,0,3rd,female,22,2,0,8.66250038,Southampton,0
1265,0,3rd,male,26,2,0,8.66250038,Southampton,0
1266,1,3rd,female,4,0,2,22.0249996,Southampton,0
1267,1,3rd,male,29,3,1,22.0249996,Southampton,0
1268,1,3rd,female,26,1,1,22.0249996,Southampton,0
1269,0,3rd,female,1,1,1,12.1833,Southampton,0
1270,0,3rd,male,18,1,1,7.85419989,Southampton,0
1271,1,1st,male,53,1,1,81.8582993,Southampton,0
1272,0,3rd,female,36,0,2,12.1833,Southampton,0
1273,1,3rd,male,25,0,0,7.22919989,Cherbourg,1
1274,0,3rd,female,37,0,0,9.58749962,Southampton,1
1275,1,3rd,female,22,0,0,7.25,Southampton,1
1276,1,1st,male,4,0,2,81.8582993,Southampton,0
1277,1,3rd,male,26,0,0,56.4958,Southampton,1
1278,0,3rd,male,29,0,0,9.48330021,Southampton,1
1279,0,3rd,male,29,0,0,7.7750001,Southampton,1
1280,0,3rd,male,22,0,0,7.7750001,Southampton,1
1281,1,3rd,male,22,0,0,7.2249999,Cherbourg,1
1282,1,1st,female,54,1,1,81.8582993,Southampton,0
1283,0,3rd,male,32,0,0,7.92500019,Southampton,1
1284,0,3rd,male,34.5,0,0,6.4375,Cherbourg,1
1285,0,3rd,male,36,0,0,0,Southampton,1
1286,0,3rd,male,39,0,0,24.1499996,Southampton,1
1287,0,3rd,male,24,0,0,9.5,Southampton,1
1288,0,3rd,female,25,0,0,7.7750001,Southampton,1
1289,0,3rd,female,45,0,0,7.75,Southampton,1
1290,0,3rd,male,36,1,0,15.5500002,Southampton,0
1291,0,1st,male,50,1,0,106.425003,Cherbourg,0
1292,0,3rd,female,30,1,0,15.5500002,Southampton,0
1293,1,3rd,male,20,1,0,7.92500019,Southampton,0
1294,0,3rd,male,28,0,0,56.4958,Southampton,1
1295,0,3rd,male,30,1,0,16.1000004,Southampton,0
1296,0,3rd,female,26,1,0,16.1000004,Southampton,0
1297,0,3rd,male,20.5,0,0,7.25,Southampton,1
1298,1,3rd,male,27,0,0,8.66250038,Southampton,1
1299,1,1st,female,27,1,1,247.520798,Cherbourg,0
1300,0,3rd,male,51,0,0,7.05420017,Southampton,1
1301,1,3rd,female,23,0,0,7.85419989,Southampton,1
1302,1,3rd,male,32,0,0,7.57919979,Southampton,1
1303,1,3rd,male,24,0,0,7.14169979,Southampton,1
1304,0,3rd,male,22,0,0,7.125,Southampton,1
1305,1,1st,female,48,1,0,106.425003,Cherbourg,0
1306,0,3rd,male,29,0,0,7.92500019,Southampton,1
1307,0,3rd,female,30.5,0,0,7.75,Queenstown,1
1308,0,3rd,male,35,0,0,7.89580011,Cherbourg,1
1309,0,3rd,male,33,0,0,7.89580011,Southampton,1
