word,sentiment,lexicon,score
toil,negative,bing,NA
tolerable,positive,bing,NA
toll,negative,bing,NA
toll-free,positive,bing,NA
top,positive,bing,NA
top-heavy,negative,bing,NA
top-notch,positive,bing,NA
top-quality,positive,bing,NA
topnotch,positive,bing,NA
topple,negative,bing,NA
tops,positive,bing,NA
torment,negative,bing,NA
tormented,negative,bing,NA
torrent,negative,bing,NA
tortuous,negative,bing,NA
torture,negative,bing,NA
tortured,negative,bing,NA
tortures,negative,bing,NA
torturing,negative,bing,NA
torturous,negative,bing,NA
torturously,negative,bing,NA
totalitarian,negative,bing,NA
touchy,negative,bing,NA
tough,positive,bing,NA
tougher,positive,bing,NA
toughest,positive,bing,NA
toughness,negative,bing,NA
tout,negative,bing,NA
touted,negative,bing,NA
touts,negative,bing,NA
toxic,negative,bing,NA
traction,positive,bing,NA
traduce,negative,bing,NA
tragedy,negative,bing,NA
tragic,negative,bing,NA
tragically,negative,bing,NA
traitor,negative,bing,NA
traitorous,negative,bing,NA
traitorously,negative,bing,NA
tramp,negative,bing,NA
trample,negative,bing,NA
tranquil,positive,bing,NA
tranquility,positive,bing,NA
transgress,negative,bing,NA
transgression,negative,bing,NA
transparent,positive,bing,NA
trap,negative,bing,NA
traped,negative,bing,NA
trapped,negative,bing,NA
trash,negative,bing,NA
trashed,negative,bing,NA
trashy,negative,bing,NA
trauma,negative,bing,NA
traumatic,negative,bing,NA
traumatically,negative,bing,NA
traumatize,negative,bing,NA
traumatized,negative,bing,NA
travesties,negative,bing,NA
travesty,negative,bing,NA
treacherous,negative,bing,NA
treacherously,negative,bing,NA
treachery,negative,bing,NA
treason,negative,bing,NA
treasonous,negative,bing,NA
treasure,positive,bing,NA
tremendously,positive,bing,NA
trendy,positive,bing,NA
trick,negative,bing,NA
tricked,negative,bing,NA
trickery,negative,bing,NA
tricky,negative,bing,NA
triumph,positive,bing,NA
triumphal,positive,bing,NA
triumphant,positive,bing,NA
triumphantly,positive,bing,NA
trivial,negative,bing,NA
trivialize,negative,bing,NA
trivially,positive,bing,NA
trophy,positive,bing,NA
trouble,negative,bing,NA
trouble-free,positive,bing,NA
troubled,negative,bing,NA
troublemaker,negative,bing,NA
troubles,negative,bing,NA
troublesome,negative,bing,NA
troublesomely,negative,bing,NA
troubling,negative,bing,NA
troublingly,negative,bing,NA
truant,negative,bing,NA
trump,positive,bing,NA
trumpet,positive,bing,NA
trust,positive,bing,NA
trusted,positive,bing,NA
trusting,positive,bing,NA
trustingly,positive,bing,NA
trustworthiness,positive,bing,NA
trustworthy,positive,bing,NA
trusty,positive,bing,NA
truthful,positive,bing,NA
truthfully,positive,bing,NA
truthfulness,positive,bing,NA
tumble,negative,bing,NA
tumbled,negative,bing,NA
tumbles,negative,bing,NA
tumultuous,negative,bing,NA
turbulent,negative,bing,NA
turmoil,negative,bing,NA
twinkly,positive,bing,NA
twist,negative,bing,NA
twisted,negative,bing,NA
twists,negative,bing,NA
two-faced,negative,bing,NA
two-faces,negative,bing,NA
tyrannical,negative,bing,NA
tyrannically,negative,bing,NA
tyranny,negative,bing,NA
tyrant,negative,bing,NA
ugh,negative,bing,NA
uglier,negative,bing,NA
ugliest,negative,bing,NA
ugliness,negative,bing,NA
ugly,negative,bing,NA
ulterior,negative,bing,NA
ultimatum,negative,bing,NA
ultimatums,negative,bing,NA
ultra-crisp,positive,bing,NA
ultra-hardline,negative,bing,NA
un-viewable,negative,bing,NA
unabashed,positive,bing,NA
unabashedly,positive,bing,NA
unable,negative,bing,NA
unacceptable,negative,bing,NA
unacceptablely,negative,bing,NA
unacceptably,negative,bing,NA
unaccessible,negative,bing,NA
unaccustomed,negative,bing,NA
unachievable,negative,bing,NA
unaffected,positive,bing,NA
unaffordable,negative,bing,NA
unappealing,negative,bing,NA
unassailable,positive,bing,NA
unattractive,negative,bing,NA
unauthentic,negative,bing,NA
unavailable,negative,bing,NA
unavoidably,negative,bing,NA
unbearable,negative,bing,NA
unbearablely,negative,bing,NA
unbeatable,positive,bing,NA
unbelievable,negative,bing,NA
unbelievably,negative,bing,NA
unbiased,positive,bing,NA
unbound,positive,bing,NA
uncaring,negative,bing,NA
uncertain,negative,bing,NA
uncivil,negative,bing,NA
uncivilized,negative,bing,NA
unclean,negative,bing,NA
unclear,negative,bing,NA
uncollectible,negative,bing,NA
uncomfortable,negative,bing,NA
uncomfortably,negative,bing,NA
uncomfy,negative,bing,NA
uncompetitive,negative,bing,NA
uncomplicated,positive,bing,NA
uncompromising,negative,bing,NA
uncompromisingly,negative,bing,NA
unconditional,positive,bing,NA
unconfirmed,negative,bing,NA
unconstitutional,negative,bing,NA
uncontrolled,negative,bing,NA
unconvincing,negative,bing,NA
unconvincingly,negative,bing,NA
uncooperative,negative,bing,NA
uncouth,negative,bing,NA
uncreative,negative,bing,NA
undamaged,positive,bing,NA
undaunted,positive,bing,NA
undecided,negative,bing,NA
undefined,negative,bing,NA
undependability,negative,bing,NA
undependable,negative,bing,NA
undercut,negative,bing,NA
undercuts,negative,bing,NA
undercutting,negative,bing,NA
underdog,negative,bing,NA
underestimate,negative,bing,NA
underlings,negative,bing,NA
undermine,negative,bing,NA
undermined,negative,bing,NA
undermines,negative,bing,NA
undermining,negative,bing,NA
underpaid,negative,bing,NA
underpowered,negative,bing,NA
undersized,negative,bing,NA
understandable,positive,bing,NA
undesirable,negative,bing,NA
undetermined,negative,bing,NA
undid,negative,bing,NA
undignified,negative,bing,NA
undisputable,positive,bing,NA
undisputably,positive,bing,NA
undisputed,positive,bing,NA
undissolved,negative,bing,NA
undocumented,negative,bing,NA
undone,negative,bing,NA
undue,negative,bing,NA
unease,negative,bing,NA
uneasily,negative,bing,NA
uneasiness,negative,bing,NA
uneasy,negative,bing,NA
uneconomical,negative,bing,NA
unemployed,negative,bing,NA
unencumbered,positive,bing,NA
unequal,negative,bing,NA
unequivocal,positive,bing,NA
unequivocally,positive,bing,NA
unethical,negative,bing,NA
uneven,negative,bing,NA
uneventful,negative,bing,NA
unexpected,negative,bing,NA
unexpectedly,negative,bing,NA
unexplained,negative,bing,NA
unfairly,negative,bing,NA
unfaithful,negative,bing,NA
unfaithfully,negative,bing,NA
unfamiliar,negative,bing,NA
unfavorable,negative,bing,NA
unfazed,positive,bing,NA
unfeeling,negative,bing,NA
unfettered,positive,bing,NA
unfinished,negative,bing,NA
unfit,negative,bing,NA
unforeseen,negative,bing,NA
unforgettable,positive,bing,NA
unforgiving,negative,bing,NA
unfortunate,negative,bing,NA
unfortunately,negative,bing,NA
unfounded,negative,bing,NA
unfriendly,negative,bing,NA
unfulfilled,negative,bing,NA
unfunded,negative,bing,NA
ungovernable,negative,bing,NA
ungrateful,negative,bing,NA
unhappily,negative,bing,NA
unhappiness,negative,bing,NA
unhappy,negative,bing,NA
unhealthy,negative,bing,NA
unhelpful,negative,bing,NA
unilateralism,negative,bing,NA
unimaginable,negative,bing,NA
unimaginably,negative,bing,NA
unimportant,negative,bing,NA
uninformed,negative,bing,NA
uninsured,negative,bing,NA
unintelligible,negative,bing,NA
unintelligile,negative,bing,NA
unipolar,negative,bing,NA
unity,positive,bing,NA
unjust,negative,bing,NA
unjustifiable,negative,bing,NA
unjustifiably,negative,bing,NA
unjustified,negative,bing,NA
unjustly,negative,bing,NA
unkind,negative,bing,NA
unkindly,negative,bing,NA
unknown,negative,bing,NA
unlamentable,negative,bing,NA
unlamentably,negative,bing,NA
unlawful,negative,bing,NA
unlawfully,negative,bing,NA
unlawfulness,negative,bing,NA
unleash,negative,bing,NA
unlicensed,negative,bing,NA
unlikely,negative,bing,NA
unlimited,positive,bing,NA
unlucky,negative,bing,NA
unmatched,positive,bing,NA
unmoved,negative,bing,NA
unnatural,negative,bing,NA
unnaturally,negative,bing,NA
unnecessary,negative,bing,NA
unneeded,negative,bing,NA
unnerve,negative,bing,NA
unnerved,negative,bing,NA
unnerving,negative,bing,NA
unnervingly,negative,bing,NA
unnoticed,negative,bing,NA
unobserved,negative,bing,NA
unorthodox,negative,bing,NA
unorthodoxy,negative,bing,NA
unparalleled,positive,bing,NA
unpleasant,negative,bing,NA
unpleasantries,negative,bing,NA
unpopular,negative,bing,NA
unpredictable,negative,bing,NA
unprepared,negative,bing,NA
unproductive,negative,bing,NA
unprofitable,negative,bing,NA
unprove,negative,bing,NA
unproved,negative,bing,NA
unproven,negative,bing,NA
unproves,negative,bing,NA
unproving,negative,bing,NA
unqualified,negative,bing,NA
unquestionable,positive,bing,NA
unquestionably,positive,bing,NA
unravel,negative,bing,NA
unraveled,negative,bing,NA
unreachable,negative,bing,NA
unreadable,negative,bing,NA
unreal,positive,bing,NA
unrealistic,negative,bing,NA
unreasonable,negative,bing,NA
unreasonably,negative,bing,NA
unrelenting,negative,bing,NA
unrelentingly,negative,bing,NA
unreliability,negative,bing,NA
unreliable,negative,bing,NA
unresolved,negative,bing,NA
unresponsive,negative,bing,NA
unrest,negative,bing,NA
unrestricted,positive,bing,NA
unrivaled,positive,bing,NA
unruly,negative,bing,NA
unsafe,negative,bing,NA
unsatisfactory,negative,bing,NA
unsavory,negative,bing,NA
unscrupulous,negative,bing,NA
unscrupulously,negative,bing,NA
unsecure,negative,bing,NA
unseemly,negative,bing,NA
unselfish,positive,bing,NA
unsettle,negative,bing,NA
unsettled,negative,bing,NA
unsettling,negative,bing,NA
unsettlingly,negative,bing,NA
unskilled,negative,bing,NA
unsophisticated,negative,bing,NA
unsound,negative,bing,NA
unspeakable,negative,bing,NA
unspeakablely,negative,bing,NA
unspecified,negative,bing,NA
unstable,negative,bing,NA
unsteadily,negative,bing,NA
unsteadiness,negative,bing,NA
unsteady,negative,bing,NA
unsuccessful,negative,bing,NA
unsuccessfully,negative,bing,NA
unsupported,negative,bing,NA
unsupportive,negative,bing,NA
unsure,negative,bing,NA
unsuspecting,negative,bing,NA
unsustainable,negative,bing,NA
untenable,negative,bing,NA
untested,negative,bing,NA
unthinkable,negative,bing,NA
unthinkably,negative,bing,NA
untimely,negative,bing,NA
untouched,negative,bing,NA
untrue,negative,bing,NA
untrustworthy,negative,bing,NA
untruthful,negative,bing,NA
unusable,negative,bing,NA
unusably,negative,bing,NA
unuseable,negative,bing,NA
unuseably,negative,bing,NA
unusual,negative,bing,NA
unusually,negative,bing,NA
unviewable,negative,bing,NA
unwanted,negative,bing,NA
unwarranted,negative,bing,NA
unwatchable,negative,bing,NA
unwavering,positive,bing,NA
unwelcome,negative,bing,NA
unwell,negative,bing,NA
unwieldy,negative,bing,NA
unwilling,negative,bing,NA
unwillingly,negative,bing,NA
unwillingness,negative,bing,NA
unwise,negative,bing,NA
unwisely,negative,bing,NA
unworkable,negative,bing,NA
unworthy,negative,bing,NA
unyielding,negative,bing,NA
upbeat,positive,bing,NA
upbraid,negative,bing,NA
upgradable,positive,bing,NA
upgradeable,positive,bing,NA
upgraded,positive,bing,NA
upheaval,negative,bing,NA
upheld,positive,bing,NA
uphold,positive,bing,NA
uplift,positive,bing,NA
uplifting,positive,bing,NA
upliftingly,positive,bing,NA
upliftment,positive,bing,NA
uprising,negative,bing,NA
uproar,negative,bing,NA
uproarious,negative,bing,NA
uproariously,negative,bing,NA
uproarous,negative,bing,NA
uproarously,negative,bing,NA
uproot,negative,bing,NA
upscale,positive,bing,NA
upset,negative,bing,NA
upseting,negative,bing,NA
upsets,negative,bing,NA
upsetting,negative,bing,NA
upsettingly,negative,bing,NA
urgent,negative,bing,NA
usable,positive,bing,NA
useable,positive,bing,NA
useful,positive,bing,NA
useless,negative,bing,NA
user-friendly,positive,bing,NA
user-replaceable,positive,bing,NA
usurp,negative,bing,NA
usurper,negative,bing,NA
utterly,negative,bing,NA
vagrant,negative,bing,NA
vague,negative,bing,NA
vagueness,negative,bing,NA
vain,negative,bing,NA
vainly,negative,bing,NA
valiant,positive,bing,NA
valiantly,positive,bing,NA
valor,positive,bing,NA
valuable,positive,bing,NA
vanity,negative,bing,NA
variety,positive,bing,NA
vehement,negative,bing,NA
vehemently,negative,bing,NA
venerate,positive,bing,NA
vengeance,negative,bing,NA
vengeful,negative,bing,NA
vengefully,negative,bing,NA
vengefulness,negative,bing,NA
venom,negative,bing,NA
venomous,negative,bing,NA
venomously,negative,bing,NA
vent,negative,bing,NA
verifiable,positive,bing,NA
veritable,positive,bing,NA
versatile,positive,bing,NA
versatility,positive,bing,NA
vestiges,negative,bing,NA
vex,negative,bing,NA
vexation,negative,bing,NA
vexing,negative,bing,NA
vexingly,negative,bing,NA
vibrant,positive,bing,NA
vibrantly,positive,bing,NA
vibrate,negative,bing,NA
vibrated,negative,bing,NA
vibrates,negative,bing,NA
vibrating,negative,bing,NA
vibration,negative,bing,NA
vice,negative,bing,NA
vicious,negative,bing,NA
viciously,negative,bing,NA
viciousness,negative,bing,NA
victimize,negative,bing,NA
victorious,positive,bing,NA
victory,positive,bing,NA
viewable,positive,bing,NA
vigilance,positive,bing,NA
vigilant,positive,bing,NA
vile,negative,bing,NA
vileness,negative,bing,NA
vilify,negative,bing,NA
villainous,negative,bing,NA
villainously,negative,bing,NA
villains,negative,bing,NA
villian,negative,bing,NA
villianous,negative,bing,NA
villianously,negative,bing,NA
villify,negative,bing,NA
vindictive,negative,bing,NA
vindictively,negative,bing,NA
vindictiveness,negative,bing,NA
violate,negative,bing,NA
violation,negative,bing,NA
violator,negative,bing,NA
violators,negative,bing,NA
violent,negative,bing,NA
violently,negative,bing,NA
viper,negative,bing,NA
virtue,positive,bing,NA
virtuous,positive,bing,NA
virtuously,positive,bing,NA
virulence,negative,bing,NA
virulent,negative,bing,NA
virulently,negative,bing,NA
virus,negative,bing,NA
visionary,positive,bing,NA
vivacious,positive,bing,NA
vivid,positive,bing,NA
vociferous,negative,bing,NA
vociferously,negative,bing,NA
volatile,negative,bing,NA
volatility,negative,bing,NA
vomit,negative,bing,NA
vomited,negative,bing,NA
vomiting,negative,bing,NA
vomits,negative,bing,NA
vouch,positive,bing,NA
vouchsafe,positive,bing,NA
vulgar,negative,bing,NA
vulnerable,negative,bing,NA
wack,negative,bing,NA
wail,negative,bing,NA
wallow,negative,bing,NA
wane,negative,bing,NA
waning,negative,bing,NA
wanton,negative,bing,NA
war-like,negative,bing,NA
warily,negative,bing,NA
wariness,negative,bing,NA
warlike,negative,bing,NA
warm,positive,bing,NA
warmer,positive,bing,NA
warmhearted,positive,bing,NA
warmly,positive,bing,NA
warmth,positive,bing,NA
warned,negative,bing,NA
warning,negative,bing,NA
warp,negative,bing,NA
warped,negative,bing,NA
wary,negative,bing,NA
washed-out,negative,bing,NA
waste,negative,bing,NA
wasted,negative,bing,NA
wasteful,negative,bing,NA
wastefulness,negative,bing,NA
wasting,negative,bing,NA
water-down,negative,bing,NA
watered-down,negative,bing,NA
wayward,negative,bing,NA
weak,negative,bing,NA
weaken,negative,bing,NA
weakening,negative,bing,NA
weaker,negative,bing,NA
weakness,negative,bing,NA
weaknesses,negative,bing,NA
wealthy,positive,bing,NA
weariness,negative,bing,NA
wearisome,negative,bing,NA
weary,negative,bing,NA
wedge,negative,bing,NA
weed,negative,bing,NA
weep,negative,bing,NA
weird,negative,bing,NA
weirdly,negative,bing,NA
welcome,positive,bing,NA
well,positive,bing,NA
well-backlit,positive,bing,NA
well-balanced,positive,bing,NA
well-behaved,positive,bing,NA
well-being,positive,bing,NA
well-bred,positive,bing,NA
well-connected,positive,bing,NA
well-educated,positive,bing,NA
well-established,positive,bing,NA
well-informed,positive,bing,NA
well-intentioned,positive,bing,NA
well-known,positive,bing,NA
well-made,positive,bing,NA
well-managed,positive,bing,NA
well-mannered,positive,bing,NA
well-positioned,positive,bing,NA
well-received,positive,bing,NA
well-regarded,positive,bing,NA
well-rounded,positive,bing,NA
well-run,positive,bing,NA
well-wishers,positive,bing,NA
wellbeing,positive,bing,NA
wheedle,negative,bing,NA
whimper,negative,bing,NA
whine,negative,bing,NA
whining,negative,bing,NA
whiny,negative,bing,NA
whips,negative,bing,NA
whoa,positive,bing,NA
wholeheartedly,positive,bing,NA
wholesome,positive,bing,NA
whooa,positive,bing,NA
whoooa,positive,bing,NA
whore,negative,bing,NA
whores,negative,bing,NA
wicked,negative,bing,NA
wickedly,negative,bing,NA
wickedness,negative,bing,NA
wieldy,positive,bing,NA
wild,negative,bing,NA
wildly,negative,bing,NA
wiles,negative,bing,NA
willing,positive,bing,NA
willingly,positive,bing,NA
willingness,positive,bing,NA
wilt,negative,bing,NA
wily,negative,bing,NA
wimpy,negative,bing,NA
win,positive,bing,NA
wince,negative,bing,NA
windfall,positive,bing,NA
winnable,positive,bing,NA
winner,positive,bing,NA
winners,positive,bing,NA
winning,positive,bing,NA
wins,positive,bing,NA
wisdom,positive,bing,NA
wise,positive,bing,NA
wisely,positive,bing,NA
witty,positive,bing,NA
wobble,negative,bing,NA
wobbled,negative,bing,NA
wobbles,negative,bing,NA
woe,negative,bing,NA
woebegone,negative,bing,NA
woeful,negative,bing,NA
woefully,negative,bing,NA
womanizer,negative,bing,NA
womanizing,negative,bing,NA
won,positive,bing,NA
wonder,positive,bing,NA
wonderful,positive,bing,NA
wonderfully,positive,bing,NA
wonderous,positive,bing,NA
wonderously,positive,bing,NA
wonders,positive,bing,NA
wondrous,positive,bing,NA
woo,positive,bing,NA
work,positive,bing,NA
workable,positive,bing,NA
worked,positive,bing,NA
works,positive,bing,NA
world-famous,positive,bing,NA
worn,negative,bing,NA
worried,negative,bing,NA
worriedly,negative,bing,NA
worrier,negative,bing,NA
worries,negative,bing,NA
worrisome,negative,bing,NA
worry,negative,bing,NA
worrying,negative,bing,NA
worryingly,negative,bing,NA
worse,negative,bing,NA
worsen,negative,bing,NA
worsening,negative,bing,NA
worst,negative,bing,NA
worth,positive,bing,NA
worth-while,positive,bing,NA
worthiness,positive,bing,NA
worthless,negative,bing,NA
worthlessly,negative,bing,NA
worthlessness,negative,bing,NA
worthwhile,positive,bing,NA
worthy,positive,bing,NA
wound,negative,bing,NA
wounds,negative,bing,NA
wow,positive,bing,NA
wowed,positive,bing,NA
wowing,positive,bing,NA
wows,positive,bing,NA
wrangle,negative,bing,NA
wrath,negative,bing,NA
wreak,negative,bing,NA
wreaked,negative,bing,NA
wreaks,negative,bing,NA
wreck,negative,bing,NA
wrest,negative,bing,NA
wrestle,negative,bing,NA
wretch,negative,bing,NA
wretched,negative,bing,NA
wretchedly,negative,bing,NA
wretchedness,negative,bing,NA
wrinkle,negative,bing,NA
wrinkled,negative,bing,NA
wrinkles,negative,bing,NA
wrip,negative,bing,NA
wripped,negative,bing,NA
wripping,negative,bing,NA
writhe,negative,bing,NA
wrong,negative,bing,NA
wrongful,negative,bing,NA
wrongly,negative,bing,NA
wrought,negative,bing,NA
yawn,negative,bing,NA
yay,positive,bing,NA
youthful,positive,bing,NA
zap,negative,bing,NA
zapped,negative,bing,NA
zaps,negative,bing,NA
zeal,positive,bing,NA
zealot,negative,bing,NA
zealous,negative,bing,NA
zealously,negative,bing,NA
zenith,positive,bing,NA
zest,positive,bing,NA
zippy,positive,bing,NA
zombie,negative,bing,NA
abandon,NA,AFINN,-2
abandoned,NA,AFINN,-2
abandons,NA,AFINN,-2
abducted,NA,AFINN,-2
abduction,NA,AFINN,-2
abductions,NA,AFINN,-2
abhor,NA,AFINN,-3
abhorred,NA,AFINN,-3
abhorrent,NA,AFINN,-3
abhors,NA,AFINN,-3
abilities,NA,AFINN,2
ability,NA,AFINN,2
aboard,NA,AFINN,1
absentee,NA,AFINN,-1
absentees,NA,AFINN,-1
absolve,NA,AFINN,2
absolved,NA,AFINN,2
absolves,NA,AFINN,2
absolving,NA,AFINN,2
absorbed,NA,AFINN,1
abuse,NA,AFINN,-3
abused,NA,AFINN,-3
abuses,NA,AFINN,-3
abusive,NA,AFINN,-3
accept,NA,AFINN,1
accepted,NA,AFINN,1
accepting,NA,AFINN,1
accepts,NA,AFINN,1
accident,NA,AFINN,-2
accidental,NA,AFINN,-2
accidentally,NA,AFINN,-2
accidents,NA,AFINN,-2
accomplish,NA,AFINN,2
accomplished,NA,AFINN,2
accomplishes,NA,AFINN,2
accusation,NA,AFINN,-2
accusations,NA,AFINN,-2
accuse,NA,AFINN,-2
accused,NA,AFINN,-2
accuses,NA,AFINN,-2
accusing,NA,AFINN,-2
ache,NA,AFINN,-2
achievable,NA,AFINN,1
aching,NA,AFINN,-2
acquit,NA,AFINN,2
acquits,NA,AFINN,2
acquitted,NA,AFINN,2
acquitting,NA,AFINN,2
acrimonious,NA,AFINN,-3
active,NA,AFINN,1
adequate,NA,AFINN,1
admire,NA,AFINN,3
admired,NA,AFINN,3
admires,NA,AFINN,3
admiring,NA,AFINN,3
admit,NA,AFINN,-1
admits,NA,AFINN,-1
admitted,NA,AFINN,-1
admonish,NA,AFINN,-2
admonished,NA,AFINN,-2
adopt,NA,AFINN,1
adopts,NA,AFINN,1
adorable,NA,AFINN,3
adore,NA,AFINN,3
adored,NA,AFINN,3
adores,NA,AFINN,3
advanced,NA,AFINN,1
advantage,NA,AFINN,2
advantages,NA,AFINN,2
adventure,NA,AFINN,2
adventures,NA,AFINN,2
adventurous,NA,AFINN,2
affected,NA,AFINN,-1
affection,NA,AFINN,3
affectionate,NA,AFINN,3
afflicted,NA,AFINN,-1
affronted,NA,AFINN,-1
afraid,NA,AFINN,-2
aggravate,NA,AFINN,-2
aggravated,NA,AFINN,-2
aggravates,NA,AFINN,-2
aggravating,NA,AFINN,-2
aggression,NA,AFINN,-2
aggressions,NA,AFINN,-2
aggressive,NA,AFINN,-2
aghast,NA,AFINN,-2
agog,NA,AFINN,2
agonise,NA,AFINN,-3
agonised,NA,AFINN,-3
agonises,NA,AFINN,-3
agonising,NA,AFINN,-3
agonize,NA,AFINN,-3
agonized,NA,AFINN,-3
agonizes,NA,AFINN,-3
agonizing,NA,AFINN,-3
agree,NA,AFINN,1
agreeable,NA,AFINN,2
agreed,NA,AFINN,1
agreement,NA,AFINN,1
agrees,NA,AFINN,1
alarm,NA,AFINN,-2
alarmed,NA,AFINN,-2
alarmist,NA,AFINN,-2
alarmists,NA,AFINN,-2
alas,NA,AFINN,-1
alert,NA,AFINN,-1
alienation,NA,AFINN,-2
alive,NA,AFINN,1
allergic,NA,AFINN,-2
allow,NA,AFINN,1
alone,NA,AFINN,-2
amaze,NA,AFINN,2
amazed,NA,AFINN,2
amazes,NA,AFINN,2
amazing,NA,AFINN,4
ambitious,NA,AFINN,2
ambivalent,NA,AFINN,-1
amuse,NA,AFINN,3
amused,NA,AFINN,3
amusement,NA,AFINN,3
amusements,NA,AFINN,3
anger,NA,AFINN,-3
angers,NA,AFINN,-3
angry,NA,AFINN,-3
anguish,NA,AFINN,-3
anguished,NA,AFINN,-3
animosity,NA,AFINN,-2
annoy,NA,AFINN,-2
annoyance,NA,AFINN,-2
annoyed,NA,AFINN,-2
annoying,NA,AFINN,-2
annoys,NA,AFINN,-2
antagonistic,NA,AFINN,-2
anti,NA,AFINN,-1
anticipation,NA,AFINN,1
anxiety,NA,AFINN,-2
anxious,NA,AFINN,-2
apathetic,NA,AFINN,-3
apathy,NA,AFINN,-3
apeshit,NA,AFINN,-3
apocalyptic,NA,AFINN,-2
apologise,NA,AFINN,-1
apologised,NA,AFINN,-1
apologises,NA,AFINN,-1
apologising,NA,AFINN,-1
apologize,NA,AFINN,-1
apologized,NA,AFINN,-1
apologizes,NA,AFINN,-1
apologizing,NA,AFINN,-1
apology,NA,AFINN,-1
appalled,NA,AFINN,-2
appalling,NA,AFINN,-2
appease,NA,AFINN,2
appeased,NA,AFINN,2
appeases,NA,AFINN,2
appeasing,NA,AFINN,2
applaud,NA,AFINN,2
applauded,NA,AFINN,2
applauding,NA,AFINN,2
applauds,NA,AFINN,2
applause,NA,AFINN,2
appreciate,NA,AFINN,2
appreciated,NA,AFINN,2
appreciates,NA,AFINN,2
appreciating,NA,AFINN,2
appreciation,NA,AFINN,2
apprehensive,NA,AFINN,-2
approval,NA,AFINN,2
approved,NA,AFINN,2
approves,NA,AFINN,2
ardent,NA,AFINN,1
arrest,NA,AFINN,-2
arrested,NA,AFINN,-3
arrests,NA,AFINN,-2
arrogant,NA,AFINN,-2
ashame,NA,AFINN,-2
ashamed,NA,AFINN,-2
ass,NA,AFINN,-4
assassination,NA,AFINN,-3
assassinations,NA,AFINN,-3
asset,NA,AFINN,2
assets,NA,AFINN,2
assfucking,NA,AFINN,-4
asshole,NA,AFINN,-4
astonished,NA,AFINN,2
astound,NA,AFINN,3
astounded,NA,AFINN,3
astounding,NA,AFINN,3
astoundingly,NA,AFINN,3
astounds,NA,AFINN,3
attack,NA,AFINN,-1
attacked,NA,AFINN,-1
attacking,NA,AFINN,-1
attacks,NA,AFINN,-1
attract,NA,AFINN,1
attracted,NA,AFINN,1
attracting,NA,AFINN,2
attraction,NA,AFINN,2
attractions,NA,AFINN,2
attracts,NA,AFINN,1
audacious,NA,AFINN,3
authority,NA,AFINN,1
avert,NA,AFINN,-1
averted,NA,AFINN,-1
averts,NA,AFINN,-1
avid,NA,AFINN,2
avoid,NA,AFINN,-1
avoided,NA,AFINN,-1
avoids,NA,AFINN,-1
await,NA,AFINN,-1
awaited,NA,AFINN,-1
awaits,NA,AFINN,-1
award,NA,AFINN,3
awarded,NA,AFINN,3
awards,NA,AFINN,3
awesome,NA,AFINN,4
awful,NA,AFINN,-3
awkward,NA,AFINN,-2
axe,NA,AFINN,-1
axed,NA,AFINN,-1
backed,NA,AFINN,1
backing,NA,AFINN,2
backs,NA,AFINN,1
bad,NA,AFINN,-3
badass,NA,AFINN,-3
badly,NA,AFINN,-3
bailout,NA,AFINN,-2
bamboozle,NA,AFINN,-2
bamboozled,NA,AFINN,-2
bamboozles,NA,AFINN,-2
ban,NA,AFINN,-2
banish,NA,AFINN,-1
bankrupt,NA,AFINN,-3
bankster,NA,AFINN,-3
banned,NA,AFINN,-2
bargain,NA,AFINN,2
barrier,NA,AFINN,-2
bastard,NA,AFINN,-5
bastards,NA,AFINN,-5
battle,NA,AFINN,-1
battles,NA,AFINN,-1
beaten,NA,AFINN,-2
beatific,NA,AFINN,3
beating,NA,AFINN,-1
beauties,NA,AFINN,3
beautiful,NA,AFINN,3
beautifully,NA,AFINN,3
beautify,NA,AFINN,3
belittle,NA,AFINN,-2
belittled,NA,AFINN,-2
beloved,NA,AFINN,3
benefit,NA,AFINN,2
benefits,NA,AFINN,2
benefitted,NA,AFINN,2
benefitting,NA,AFINN,2
bereave,NA,AFINN,-2
bereaved,NA,AFINN,-2
bereaves,NA,AFINN,-2
bereaving,NA,AFINN,-2
best,NA,AFINN,3
betray,NA,AFINN,-3
betrayal,NA,AFINN,-3
betrayed,NA,AFINN,-3
betraying,NA,AFINN,-3
betrays,NA,AFINN,-3
better,NA,AFINN,2
bias,NA,AFINN,-1
biased,NA,AFINN,-2
big,NA,AFINN,1
bitch,NA,AFINN,-5
bitches,NA,AFINN,-5
bitter,NA,AFINN,-2
bitterly,NA,AFINN,-2
bizarre,NA,AFINN,-2
blah,NA,AFINN,-2
blame,NA,AFINN,-2
blamed,NA,AFINN,-2
blames,NA,AFINN,-2
blaming,NA,AFINN,-2
bless,NA,AFINN,2
blesses,NA,AFINN,2
blessing,NA,AFINN,3
blind,NA,AFINN,-1
bliss,NA,AFINN,3
blissful,NA,AFINN,3
blithe,NA,AFINN,2
block,NA,AFINN,-1
blockbuster,NA,AFINN,3
blocked,NA,AFINN,-1
blocking,NA,AFINN,-1
blocks,NA,AFINN,-1
bloody,NA,AFINN,-3
blurry,NA,AFINN,-2
boastful,NA,AFINN,-2
bold,NA,AFINN,2
boldly,NA,AFINN,2
bomb,NA,AFINN,-1
boost,NA,AFINN,1
boosted,NA,AFINN,1
boosting,NA,AFINN,1
boosts,NA,AFINN,1
bore,NA,AFINN,-2
bored,NA,AFINN,-2
